Company Name	Position Title	Position Type	Location	Company Stage	Monthly Salary	Monthly Stock/ Stipend	Annualized Base Salary	Stock/ Stipend per Year	Signing Bonus	Additional Benefits	Did You Negotiate the Offer?	Did You Accept the Offer?	Time Frame From First Interview Invitation to Offer in Weeks	Sex	Degree Level	Last Year of College	Last School Attended	Major	Additional Information	Intern Conversion	Base Salary	Base Salary Rate	Housing Stipend	Stock Bonuses/Benefits	Stock in currency or number of units	Stock Vesting Schedule Details	Annualized Recurring Renumeration (inc. stock and stipend)	Recurring Renumeration per Month (inc. stock and stipend)	Total First Year Annualized Renumeration(including Signon & Relocation)	Timestamp
Bloomberg	Software developer intern	Intern	New York	Private	7800	1700	93600	20400	2000		No	Yes		Male	Bachelors	Junior	University of Waterloo	Software Engineering			45	Per hour	1700	0	No Stock Offered		"$114,000 "	"$9,500 "	"$116,000 "	11/30/2016 12:04
Amazon	Software Engineering Intern	Intern	Seattle	Public	7725	2500	92700	30000			Prefer not to disclose	No	4	Male	Bachelors	Junior	University of Illinois at Urbana-Champaign	Computer Science			7725	Per month	2500	0	No Stock Offered		"$122,700 "	"$10,225 "	"$122,700 "	11/30/2016 12:05
Apple	Embedded Systems Intern	Intern	California	Public	6586.666667	3000	79040	36000		Free housing	No	Yes	4	Male	Bachelors	Junior	Carnegie Mellon University	ECE and Robotics			38	Per hour	3000	0	No Stock Offered		"$115,040 "	"$9,587 "	"$115,040 "	11/30/2016 12:05
Microsoft	Software Engineer	Full Time	"Redmond, WA"	Public	8916.666667	2500	107000	30000	15000		Yes	Yes		Male	Bachelors	Senior	Large State University	Computer Science			107000	Per year		120000	USD	3.5 years	"$137,000 "	"$11,417 "	"$152,000 "	11/30/2016 12:05
Microsoft	Mechanical Engineering Intern	Intern	Seattle	Public	7200	1000	86400	12000	5000		No	Still considering	12	Prefer Not to Disclose	Bachelors	Junior	CMU	Engineering			7200	Per month	1000	0	No Stock Offered		"$98,400 "	"$8,200 "	"$103,400 "	11/30/2016 12:06
Yelp	Software Engineering Intern	Intern	SF	Public	7700	1500	92400	18000			No	Still considering		Male	Bachelors	Super Senior	East coast state school	CS			7700	Per month	1500	0	USD		"$110,400 "	"$9,200 "	"$110,400 "	11/30/2016 12:06
Amazon	Software Development Engineer	Full Time	Seattle	Public	8583.333333	1354.166667	103000	16250	60000		No	No		Prefer Not to Disclose	Bachelors	Senior	Georgia Tech				103000	Per year		65000	USD	4	"$119,250 "	"$9,938 "	"$179,250 "	11/30/2016 12:08
Microsoft	SWE Intern	Intern	Redmond	Public	7200	4000	86400	48000	2000	"gym membership, free buses (wifi on board)"	No	Still considering	15	Male	Bachelors	Junior	Ivy	CS			7200	Per month	4000	0	No Stock Offered		"$134,400 "	"$11,200 "	"$136,400 "	11/30/2016 12:09
Facebook	Intern	Intern	SF	Public	8000	850	96000	10200	0		No	Yes		Male	Bachelors	Senior	MIT	Math & CS			8000	Per month	850	0	No Stock Offered		"$106,200 "	"$8,850 "	"$106,200 "	11/30/2016 12:11
Bloomberg	Software Engineer Intern	Intern	"New York, NY, USA"	Private	7453.333333	1700	89440	20400		Free snacks	No	Yes	4	Male	Bachelors	Sophomore	UNB Fredericton	Computer Science			43	Per hour	1700	0	No Stock Offered		"$109,840 "	"$9,153 "	"$109,840 "	11/30/2016 12:11
Snapchat 	Software engineer 	Full Time	Los Angeles 	Series D+	10000	6666.666667	120000	80000	20000	"Free lunch, cell phone bill stipend"	Yes	Yes	5	Male	Masters	Graduate	Southern school 	Computer science 			120000	Per year		320000	USD	10/20/30/40	"$200,000 "	"$16,667 "	"$220,000 "	11/30/2016 12:14
Facebook	SWE Intern	Intern	Seattle	Public	8000	0	96000	0		"Provided housing & accommodations, meals, relocation stipend, bike stipend, flight"	No	Yes	5	Male	Bachelors	Junior	Rice University	Computer Science			8000	Per month		0	USD		"$96,000 "	"$8,000 "	"$96,000 "	11/30/2016 12:16
Yelp	Software Engineer 	Full Time	San Francisco 	Public	8750	1458.333333	105000	17500			Yes	No		Male	Bachelors	Senior					105000	Per year		70000	USD	4 years 1 year cliff	"$122,500 "	"$10,208 "	"$122,500 "	11/30/2016 12:18
WillowTree Apps	UX Designer	Full Time	"Charlottesville, VA"	Seed	5833.333333	0	70000	0	2500	"Health, dental, vision, pet insurance. New macbook pro. 15 paid vacation days + company holidays. Paid trip to a conference. Free parking & gym membership. Short/long term disabilities. Free lunch 2x a week. "	Yes	Yes	5	Male	Bachelors	Senior	University of Pennsylvania	VIsual communications			70000	Per year		5000	Number of Units	Over 4 years	"$70,000 "	"$5,833 "	"$72,500 "	11/30/2016 12:18
Amazon	Software Development Engineer Intern	Intern	"Seattle, WA"	Public	7900	2500	94800	30000			Prefer not to disclose	Yes	4	Prefer Not to Disclose	Bachelors	Junior	Target	Computer Science	Return internship		7900	Per month	2500	0	No Stock Offered		"$124,800 "	"$10,400 "	"$124,800 "	11/30/2016 12:19
Google	Software Engineer	Full Time	New York	Public	9333.333333	0	112000	0	25000		Yes	Yes		Male	Bachelors	Senior	Ivy				112000	Per year		175	Number of Units	"4 years, 1 year cliff"	"$112,000 "	"$9,333 "	"$137,000 "	11/30/2016 12:20
Coursera	Software Engineer 	Full Time	Mountain View 	Series C	12500	2083.333333	150000	25000	0		Yes	Yes		Prefer Not to Disclose	Bachelors	Senior					150000	Per year		100000	USD	4 years 1 year cliff	"$175,000 "	"$14,583 "	"$175,000 "	11/30/2016 12:20
Bank of America	Summer Intern	Intern	"Chicago, IL"	Public	5720	1000	68640	12000			No	No		Prefer Not to Disclose	Bachelors	Sophomore	Large Midwest State University	Computer Science			33	Per hour	1000	0	No Stock Offered		"$80,640 "	"$6,720 "	"$80,640 "	11/30/2016 12:22
Facebook	Software Engineer	Full Time	"Menlo Park, California"	Public	8916.666667	3125	107000	37500	50000	"10k relocation, Free Food, Free Shuttles, 1 Month Free Housing"	Yes	Yes	6	Male	Bachelors	Senior	Public University. Not known for CS.				107000	Per year		150000	USD	"4 years, 1 year cliff"	"$144,500 "	"$12,042 "	"$194,500 "	11/30/2016 12:21
Microsoft	Software Engineer 	Full Time	Seattle	Public	9166.666667	1250	110000	15000	10000		Yes	No		Male	Bachelors	Senior					110000	Per year		60000	USD	3.5 year 0.5 year cliff	"$125,000 "	"$10,417 "	"$135,000 "	11/30/2016 12:22
Workday		Intern	CA	Public	7280	0	87360	0		Housing provided	No	Yes		Male	Bachelors	Junior	Ivy League	CS			42	Per hour		0	No Stock Offered		"$87,360 "	"$7,280 "	"$87,360 "	11/30/2016 12:22
Dell	IT Undergraduate Intern Associate	Intern	"Round Rock, TX"	Series D+	3466.666667	0	41600	0	0	"Free housing, travel reimbursement, free parking"	No	Yes	3	Female	Bachelors	Freshman	Arizona State	Computer Systems Engineering			20	Per hour	0	0	No Stock Offered		"$41,600 "	"$3,467 "	"$41,600 "	11/30/2016 12:22
Amazon	SDE I	Full Time	Seattle	Public	8583.333333	1354.166667	103000	16250	26000	$26k over year 2	Prefer not to disclose	Still considering		Male	Bachelors	Senior	UT	CS			103000	Per year		65000	USD		"$119,250 "	"$9,938 "	"$145,250 "	11/30/2016 12:24
Fidelity 	Agile Engineer	Full Time	North Carolina	Public	5000	0	60000	0	5000	"loan repayment, tuition assistance"	No	Still considering	3	Female	Bachelors	Senior	small liberal arts	CS			60000	Per year		0	No Stock Offered		"$60,000 "	"$5,000 "	"$65,000 "	11/30/2016 12:25
Square	Square 	Full Time	Sas Francisco 	Public	9166.666667	2500	110000	30000	15000	Return intern	Yes	No		Male	Bachelors	Senior					110000	Per year		120000	USD	4 years 1 year cliff	"$140,000 "	"$11,667 "	"$155,000 "	11/30/2016 12:25
Stealth Blockchain (Series B)	Software Dev ~ Employee #1	Full Time	"Palo Alto, CA"	Series B	7500	1562.5	90000	18750	0	"PPO Healthcare plan, company trips"	Yes	Still considering	1	Male	Bachelors	taking indefinite leave to work in blockchain space	East Coast private school (> than BU)	Computer Science	My decision was highly contextual to my interests and background (worked at a handful of startups in Austin TX and Boston MA prior to seeking this position)		90000	Per year	0	75000	USD	monthly vest over 4 years with 6mo. cliff	"$108,750 "	"$9,063 "	"$108,750 "	11/30/2016 12:26
Manhattan Associates	Software Analyist	Full Time	"Altanta, GA"	Private	5916.666667	0	71000	0	5000		No	No	3	Male	Bachelors	Senior		Computer Science			71000	Per year		0	No Stock Offered		"$71,000 "	"$5,917 "	"$76,000 "	11/30/2016 12:28
IBM	Entry Level Software Engineer	Full Time	"San Francisco, CA"	Public	8333.333333	0	100000	0	8000		No	Yes	10	Prefer Not to Disclose	Bachelors	Senior		Computer Science			100000	Per year	0	0	USD		"$100,000 "	"$8,333 "	"$108,000 "	11/30/2016 12:29
Booz Allen Hamilton	Software Engineer	Full Time	"Annapolis Junction, MD"	Public	6416.666667	0	77000	0	0		No	Still considering	4	Male	Bachelors	Senior	University of Maryland	Computer Science			77000	Per year	0	0	USD		"$77,000 "	"$6,417 "	"$77,000 "	11/30/2016 12:30
ThyssenKrupp Elevators	Software Engineer Intern	Intern	Alpharetta	Public	3466.666667	0	41600	0		Flex hours	No	Yes	3	Male	Bachelors	Senior		Computer Science			20	Per hour		0	No Stock Offered		"$41,600 "	"$3,467 "	"$41,600 "	11/30/2016 12:31
Microsoft	Software Engineering Intern	Intern	"Respond, WA"	Public	7200	1333	86400	15996	1500	"Gym, bus"	No	Yes	20	Male	Bachelors	Junior	UC Berkeley 	"Computer Science, Cognitive Science"			7200	Per month	1333	0	No Stock Offered		"$102,396 "	"$8,533 "	"$103,896 "	11/30/2016 12:31
Amazon	SDE	Full Time	"Seattle, WA"	Public	8583.333333	1354.166667	103000	16250	37000		No	Still considering	7	Male	Bachelors	Senior					103000	Per year		65000	USD	4 Years	"$119,250 "	"$9,938 "	"$156,250 "	11/30/2016 12:31
Facebook	RPM	Intern	Menlo Park	Public	16250	4000	195000	48000	4000		Prefer not to disclose	Still considering	1	Male	Bachelors	Junior	Ivy League	CS			7500	Per bi-week (fortnight)	4000	0	USD		"$243,000 "	"$20,250 "	"$247,000 "	11/30/2016 12:31
Amazon	SDE 1	Full Time	"London, UK"	Public	4583.333333	0	55000	0	12000		Prefer not to disclose	Yes	4	Male	Bachelors	Graduate		Computer Science			55000	Per year	0	18	Number of Units	2 years	"$55,000 "	"$4,583 "	"$67,000 "	11/30/2016 12:32
Bank of America	Global Technology Analyst Software Development Intern	Intern	"New York, NY"	Public	5720	2500	68640	30000			No	Still considering	4	Male	Bachelors	Junior	University of Colorado Boulder	Computer Science			33	Per hour	2500	0	USD		"$98,640 "	"$8,220 "	"$98,640 "	11/30/2016 12:32
Yelp	Software Engineer	Full Time	San Francisco	Public	9166.666667	2604.166667	110000	31250	30000		Yes	Yes		Male	Bachelors	Senior	Purdue	CS			110000	Per year	0	125000	USD	"4  years, 1 year cliff"	"$141,250 "	"$11,771 "	"$171,250 "	11/30/2016 12:32
Zillow Group	Software Engineer	Full Time	San Francisco	Public	9583.333333	0	115000	0	20000	"401k match, gym/commute covered"	Yes	Yes	12	Male	Bachelors	Super Senior	CSU Sacramento	Computer Science	Intern conversion		115000	Per year		2500	Number of Units		"$115,000 "	"$9,583 "	"$135,000 "	11/30/2016 12:36
Microsoft		Intern	"Redmond,WA"	Public	7200	1333	86400	15996		"Gym, subsidized lunches, bus pass."	No	Yes	6	Male	Bachelors	Junior	Canadian State school	Computer Science			7200	Per month	1333	0	USD		"$102,396 "	"$8,533 "	"$102,396 "	11/30/2016 12:36
Gusto	New Grad SWE	Full Time	SF	Series C	9166.666667	4166.666667	110000	50000	10000		No	No		Male	Bachelors	Senior					110000	Per year		200000	USD	5 years	"$160,000 "	"$13,333 "	"$170,000 "	11/30/2016 12:36
Apple	Software Engineering Intern	Intern	"Cupertino, CA"	Public	7453.333333	1000	89440	12000	2000	"gym membership, spa, healthcare, dental"	No	Yes	3	Female	Bachelors	Sophomore	USC	Design/CS	"12 week internship, overtime included (over 40 hours gets 1.5x salary)"		43	Per hour	1000	0	No Stock Offered		"$101,440 "	"$8,453 "	"$103,440 "	11/30/2016 12:38
Microsoft	SDE Intern	Intern	Seattle	Public	7200	1333.33	86400	15999.96		"$1200 travel stipend, free flights to company, $300 for expenses like checked-in bags, free gym membership, ORCA card, Microsoft Connector, etc."	No	Yes	3	Male	Bachelors	Junior	Johns Hopkins University	Computer Science			7200	Per month	1333.33	0	USD		"$102,400 "	"$8,533 "	"$102,400 "	11/30/2016 12:38
LinkedIn	Software Engineer Intern	Intern	California	Public	7800	0	93600	0		"Corporate Housing, Free Food, Traveling Stipend"	No	Yes	4	Male	Bachelors	Junior	Stony Brook University	Computer Science			45	Per hour		0	No Stock Offered		"$93,600 "	"$7,800 "	"$93,600 "	11/30/2016 12:38
Yelp	Software developer intern	Intern	San Francisco	Public	7973.333333	1500	95680	18000			Prefer not to disclose	Yes	2	Male	Bachelors	Junior	Purdue University	Computer Science			46	Per hour	1500	0	USD		"$113,680 "	"$9,473 "	"$113,680 "	11/30/2016 12:38
Google	SWE	Full Time	Bay Area	Public	9166.666667	666.6666667	110000	8000	27500		Yes	Yes	3	Male	Bachelors	Senior	Target	Computer Science			110000	Per year		32000	USD	"4 year vest, 1 year cliff"	"$118,000 "	"$9,833 "	"$145,500 "	11/30/2016 12:39
WhatsApp	Software Engineering Intern	Intern	Menlo Park	Public	8000	0	96000	0		"Free housing $300 for shipping luggage, one round trip flight"	No	Yes	2	Male	Bachelors	Junior	University of Waterloo	Computer Science	Winter 2017 Co-op		8000	Per month		0	No Stock Offered		"$96,000 "	"$8,000 "	"$96,000 "	11/30/2016 12:39
Goldman Sachs	Software Engineer Intern 	Intern	NYC	Public	7083.333333	0	85000	0	2500		No	No	6	Male	Bachelors	Junior	North Carolina State University	Computer Science			85000	Per year		0	No Stock Offered		"$85,000 "	"$7,083 "	"$87,500 "	11/30/2016 12:41
Verizon	Network Engineering Intern	Intern	Texas	Public	3640	0	43680	0			No	Still considering		Male	Bachelors	Sophomore	Top 3 CS Program	CS			21	Per hour		0	No Stock Offered		"$43,680 "	"$3,640 "	"$43,680 "	11/30/2016 12:41
Dropbox	Software Engineer Intern	Intern	"San Francisco, CA"	Series C	7500	0	90000	0			No	Yes	5	Male	Bachelors	Junior	University of Texas at Austin	Computer Science			7500	Per month		0	USD		"$90,000 "	"$7,500 "	"$90,000 "	11/30/2016 12:42
Pinterest	Software Engineer	Intern	SF	Series D+	9000	3000	108000	36000		All meals	No	No	4	Prefer Not to Disclose	Bachelors	Sophomore					9000	Per month	3000	0	No Stock Offered		"$144,000 "	"$12,000 "	"$144,000 "	11/30/2016 12:42
Pinterest 	Software engineering intern	Intern	San Francisco	Series D+	9000	0	108000	0		Free meals and housing	No	Yes	3	Male	Bachelors	Senior		Software engineering			9000	Per month		0	USD		"$108,000 "	"$9,000 "	"$108,000 "	11/30/2016 12:43
Facebook	Software Engineering Intern	Intern	Bay Area	Public	8000	1000	96000	12000			No	Still considering	4	Male	Bachelors	Junior				No	8000	Per month	1000	0	No Stock Offered		"$108,000 "	"$9,000 "	"$108,000 "	11/30/2016 12:43
Facebook	SWE Intern	Intern	"Menlo Park, CA"	Public	8400	1000	100800	12000			No	Yes	4	Male	Masters	Graduate					8400	Per month	1000	0	USD		"$112,800 "	"$9,400 "	"$112,800 "	11/30/2016 12:43
LinkedIn	Software Engineering Intern	Intern	"Sunnyvale, CA"	Public	7800	0	93600	0	500		No	Yes	4	Male	Bachelors	Junior	East coast state school	Computer Science			45	Per hour		0	No Stock Offered		"$93,600 "	"$7,800 "	"$94,100 "	11/30/2016 12:43
Snapchat	Software engineering intern	Intern	Los Angeles	Series D+	9000	0	108000	0			No	No	3	Male	Bachelors	Senior		Software engineering			9000	Per month		0	No Stock Offered		"$108,000 "	"$9,000 "	"$108,000 "	11/30/2016 12:44
Amazon	SDE Intern	Intern	"Seattle, WA"	Public	8138	2500	97656	30000			No	No	0	Male	Masters	Graduate				Yes	8138	Per month	2500	0	USD		"$127,656 "	"$10,638 "	"$127,656 "	11/30/2016 12:44
Quora	Software Engineer Intern	Intern	"Mountain View, CA"	Series C	8250	0	99000	0			No	No	4	Male	Bachelors	Junior	University of Texas at Austin	Computer Science		No	8250	Per month		0	No Stock Offered		"$99,000 "	"$8,250 "	"$99,000 "	11/30/2016 12:45
Uber	Software engineering intern	Intern	San Francisco	Series D+	7453.333333	1000	89440	12000			No	No	3	Male	Bachelors	Senior		Software engineering			43	Per hour	1000	0	No Stock Offered		"$101,440 "	"$8,453 "	"$101,440 "	11/30/2016 12:45
Microsoft		Intern	"Redmond, WA"	Public	7200	4000	86400	48000	5000	"free Orca card, gym membership"	No	Yes		Female	Bachelors	Junior					7200	Per month	4000	0	USD		"$134,400 "	"$11,200 "	"$139,400 "	11/30/2016 12:46
Google	SWE	Full Time	"Mountain View, CA"	Public	9333.333333	5000	112000	60000	50000		No	Yes	4	Male	Bachelors	Senior	Virginia Tech			No	112000	Per year		240000	USD	"4year vest, 1year cliff"	"$172,000 "	"$14,333 "	"$222,000 "	11/30/2016 12:46
Apple	Software Engineer	Full Time	"Cupertino, CA"	Public	9583.333333	2083.333333	115000	25000	40000	"45 days corporate housing, full relocation, discounted Apple products."	Yes	Yes	3	Male	Bachelors	Senior	UCLA	Computer Science		No	115000	Per year		100000	USD	4 years	"$140,000 "	"$11,667 "	"$180,000 "	11/30/2016 12:47
Microsoft	Software engineering intern	Intern	Redmond 	Public	7200	0	86400	0	1000	Subsidized housing	No	No	1	Male	Bachelors	Senior		Software engineering			7200	Per month		0	No Stock Offered		"$86,400 "	"$7,200 "	"$87,400 "	11/30/2016 12:47
Google	Software Engineer	Full Time	"Mountain View, CA"	Public	9333.333333	2187.5	112000	26250	25000		Yes	No	6	Male	Bachelors	Senior	UCLA	Computer Science		No	112000	Per year		105000	USD	4 years	"$138,250 "	"$11,521 "	"$163,250 "	11/30/2016 12:49
Google	Software Engineer Intern	Intern	"Mountain View, CA"	Public	6666	3000	79992	36000			No	No	4	Male	Bachelors	Junior	University of Texas at Austin	Computer Science		No	6666	Per month	3000	0	No Stock Offered		"$115,992 "	"$9,666 "	"$115,992 "	11/30/2016 12:50
Snapchat	Software Engineer	Full Time	"Los Angeles, CA"	Series D+	10000	6720	120000	80640	20000	Standard stuff	No	Yes	3	Male	Bachelors	Senior	UT satelite	Computer Science		No	120000	Per year		322560	USD	"4 years, backloaded"	"$200,640 "	"$16,720 "	"$220,640 "	11/30/2016 12:50
Apple	Software Engineer	Full Time	"Cupertino, CA"	Public	9166.666667	1041.666667	110000	12500	15000		No	Yes	6	Male	Bachelors	Graduate	UCLA	Computer Science		Yes	110000	Per year		50000	USD	4 year vesting schedule	"$122,500 "	"$10,208 "	"$137,500 "	11/30/2016 12:53
Citadel		Full Time	Chicago	Private	12500	2083.333333	150000	25000	108000	"Gym, free lunch and dinner"	No	Yes		Male	Bachelors	Senior				No	150000	Per year		100000	USD	50000 semi-annually	"$175,000 "	"$14,583 "	"$283,000 "	11/30/2016 12:53
Google	Software Engineer	Full Time	Asian office	Public	5416.666667	1145.833333	65000	13750		"free food all the time, free train pass, rent help"	Prefer not to disclose	Yes	8	Female	Bachelors	Graduate	"non-US university, not well known"	Computer Science		Yes	65000	Per year		55000	USD	4 years vesting schedule with 1 year cliff	"$78,750 "	"$6,563 "	"$78,750 "	11/30/2016 12:54
Oil company top 5	It systems analyst	Full Time	Houston	Public	5833.333333	0	70000	0		"Gym, bus,phone"	No	Yes		Male	Bachelors	Graduate	University of Houston	Computer science		No	70000	Per year		0	USD		"$70,000 "	"$5,833 "	"$70,000 "	11/30/2016 12:55
Facebook	Front End Engineering Intern	Intern	"Menlo Park, CA"	Public	8000	1000	96000	12000		"Corporate housing, free food"	No	Yes	2	Male	Bachelors	Senior	University of Waterloo	Computer Science			8000	Per month	1000	0	No Stock Offered		"$108,000 "	"$9,000 "	"$108,000 "	11/30/2016 12:55
Dropbox	SWE Intern	Intern	San Francisco	Series D+	7500	2000	90000	24000		Free food	No	Yes	2	Female	Bachelors	Junior	Ivy League	Computer Science		No	7500	Per month	2000	0	No Stock Offered		"$114,000 "	"$9,500 "	"$114,000 "	11/30/2016 12:57
Amazon	SDE I	Full Time	USA	Public	8333.333333	1354.166667	100000	16250	25000		No	Yes		Male	Bachelors	Graduate	Canadian University			Yes	100000	Per year		65000	USD	Over 4 years	"$116,250 "	"$9,688 "	"$141,250 "	11/30/2016 12:58
